Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13867759,2021-03-06 04:27:04,2021-03-06 04:11:19,23468,3562610,3180,151,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867759/SRR13867759.lite.1,SRX10248356,mNC101,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389230,SAMN18174282,simple,9606,Homo sapiens,mNC101,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,AC55A05D4291D49ECDA45E4F6CA55969,4B3C9213EFAABFCC6DEE11B0780A4641
SRR13867758,2021-03-06 03:12:48,2021-03-06 02:53:06,14962,2217420,1838,148,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867758/SRR13867758.lite.1,SRX10248357,mNC102,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389231,SAMN18174283,simple,9606,Homo sapiens,mNC102,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,9ECDEEAF5E5DF0F71C351F38D0B5D7F9,5BB4C130361339DFA308E8B2DAE82A78
SRR13867756,2021-03-06 03:15:16,2021-03-06 02:53:20,11590,1744506,1505,150,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867756/SRR13867756.lite.1,SRX10248359,mNC103,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389233,SAMN18174284,simple,9606,Homo sapiens,mNC103,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,C93472A46762E6BAB3F709A7748E6C07,CB8984F121B6F1BA2C50445FD4096B79
SRR13867755,2021-03-06 03:08:28,2021-03-06 02:54:21,13390,1884607,2357,140,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867755/SRR13867755.lite.1,SRX10248360,mNC104,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389234,SAMN18174285,simple,9606,Homo sapiens,mNC104,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,A33B7BCBFDD57F42C2D652310EDFFE75,03FC835BCD90DA7B7EE947EDF9D6F364
SRR13867754,2021-03-06 03:15:16,2021-03-06 02:54:09,22163,3311655,2674,149,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867754/SRR13867754.lite.1,SRX10248361,mNC105,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389235,SAMN18174286,simple,9606,Homo sapiens,mNC105,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,CE4BA338BD4CD3042DE2C47BF18E5D16,C51B8730F15DDD8A32C34D611B5087D7
SRR13867753,2021-03-06 03:08:28,2021-03-06 02:53:20,3150,485291,98,154,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867753/SRR13867753.lite.1,SRX10248362,mNC106,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389236,SAMN18174287,simple,9606,Homo sapiens,mNC106,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,FF31DB2FFBF3CD60A2343E156B90C82E,01561D86DAAE5E4F59D01FC8BE35ADC2
SRR13867752,2021-03-11 06:49:29,2021-03-06 02:53:12,8869,1398688,2275,157,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867752/SRR13867752.lite.1,SRX10248363,mNC107,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389237,SAMN18174288,simple,9606,Homo sapiens,mNC107,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,3C17053724E34A3742F77F1C39D34212,2F7CACC0638F4734DDBF0FC9454C5BD8
SRR13867751,2021-03-06 03:08:28,2021-03-06 02:54:07,4359,673169,1414,154,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867751/SRR13867751.lite.1,SRX10248364,mNC108,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389238,SAMN18174289,simple,9606,Homo sapiens,mNC108,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,C0FCACAB9F90F4E56CC6D1AD521B2F1E,6A62BC395CBAAB68860D11F43E6D6EDB
SRR13867750,2021-03-06 04:27:04,2021-03-06 04:12:13,42130,7392945,19209,175,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867750/SRR13867750.lite.1,SRX10248365,mNC109,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389239,SAMN18174290,simple,9606,Homo sapiens,mNC109,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,EE16B8E4329FB562B0E01390C5CF72F8,DA7618999B72E6FDD86749A8F56834FB
SRR13867749,2021-03-06 03:08:28,2021-03-06 02:53:44,6032,913365,1579,151,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867749/SRR13867749.lite.1,SRX10248366,mNC110,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389240,SAMN18174291,simple,9606,Homo sapiens,mNC110,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,6E5246D568096617EBD4EE2A7A4B2687,507A7E86D8ACB138C3628350A25A079F
SRR13867748,2021-03-06 03:12:48,2021-03-06 02:53:20,40525,7131340,17051,175,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867748/SRR13867748.lite.1,SRX10248367,mNC111,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389241,SAMN18174292,simple,9606,Homo sapiens,mNC111,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,CC0D3C94A958190ED745EF39D83F5C4D,FAAF401ECF49FC4A9FF959576508A354
SRR13867747,2021-03-06 03:16:07,2021-03-06 02:53:20,5378,827687,706,153,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13867/SRR13867747/SRR13867747.lite.1,SRX10248368,mNC112,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389242,SAMN18174293,simple,9606,Homo sapiens,mNC112,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,56F2704A86A720ACD9E270A60E9A195A,8C645C2284BEB49197DDB887ADB1EF4F
SRR13867855,2021-03-06 04:27:02,2021-03-06 04:13:02,26222,3806330,7690,145,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13867/SRR13867855/SRR13867855.lite.1,SRX10248260,mNC113,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389134,SAMN18174294,simple,9606,Homo sapiens,mNC113,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,FB227F3EFA6062547FBA1707A7119777,3F51818E131838D12B5F1D8A73679481
SRR13867854,2021-03-06 02:28:54,2021-03-06 01:16:59,22975,2985659,0,129,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13867/SRR13867854/SRR13867854.lite.1,SRX10248261,mNC114,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389135,SAMN18174295,simple,9606,Homo sapiens,mNC114,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,45845831D6E66277E2A6D47F972FE475,CD39458F590D8F8EC65E4D09C9A92A31
SRR13867853,2021-03-06 02:28:54,2021-03-06 01:17:04,150165,18394711,0,122,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13867/SRR13867853/SRR13867853.lite.1,SRX10248262,mNC115,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389136,SAMN18174296,simple,9606,Homo sapiens,mNC115,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,D99249F13494593F8E387C5CE0EA9933,0C56BDA31D957D3E737035A865E2FD77
SRR13867852,2021-03-06 02:28:54,2021-03-06 01:17:03,413294,32917319,0,79,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13867/SRR13867852/SRR13867852.lite.1,SRX10248263,mNC116,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389137,SAMN18174297,simple,9606,Homo sapiens,mNC116,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,58A1CEF0E2D89A9EA1A1CEA776C05FBC,4224C3498EC4CEAE4B0FB07D818CCD74
SRR13867851,2021-03-06 04:27:02,2021-03-06 04:12:14,23691,3745011,3754,158,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13867/SRR13867851/SRR13867851.lite.1,SRX10248264,mNC117,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389138,SAMN18174298,simple,9606,Homo sapiens,mNC117,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,1003ED0FC396173E16AC4673C63B9BA6,EEDA2DDF9C792E0E5E3695F98FF20EF0
SRR13867850,2021-03-06 03:08:27,2021-03-06 02:54:30,38757,5674443,14520,146,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13867/SRR13867850/SRR13867850.lite.1,SRX10248265,mNC118,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389139,SAMN18174299,simple,9606,Homo sapiens,mNC118,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,CBA4C2E6260B51F94879871723225B58,605128D78018A0BE82765CC23452236D
SRR13867849,2021-03-06 04:27:02,2021-03-06 04:13:50,32772,5070932,5219,154,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13867/SRR13867849/SRR13867849.lite.1,SRX10248266,mNC119,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389140,SAMN18174300,simple,9606,Homo sapiens,mNC119,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,8D4BA1CB72CA2555FFBB62EFE8173561,6155A60F4EB1A95CDFFC4EE0D1ECFEAB
SRR13867848,2021-03-06 04:27:02,2021-03-06 04:16:10,98155,16785047,23692,171,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13867/SRR13867848/SRR13867848.lite.1,SRX10248267,mNC120,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389141,SAMN18174301,simple,9606,Homo sapiens,mNC120,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,FB271F96A677237DE8A9C042B4D79788,13690BCB37BB726578B4AB8D77B704FF
SRR13867847,2021-03-06 03:08:27,2021-03-06 02:54:32,38287,6767487,15894,176,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13867/SRR13867847/SRR13867847.lite.1,SRX10248268,mNC121,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389142,SAMN18174302,simple,9606,Homo sapiens,mNC121,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,33E0BE9DC710F7789326344882F53382,A97BB0AD4EC9547DACC011DA3F94AF97
SRR13867846,2021-03-06 04:27:02,2021-03-06 04:12:13,5590,807405,1460,144,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13867/SRR13867846/SRR13867846.lite.1,SRX10248269,mNC122,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP309547,PRJNA707099,,707099,SRS8389143,SAMN18174303,simple,9606,Homo sapiens,mNC122,,,,,not collected,,no,,,,,STANFORD UNIVERSITY,SRA1203553,,public,124A3D64A656A7EC650F0F28875304E7,F56D625E0C999C53890EF95CC867B1EF
