Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR950852,2014-01-01 06:54:12,2013-08-15 13:33:44,53400301,10680060200,53400301,200,4980,GCA_000001405.13,@dbgap@:reads/SRP007099/SRS473283/SRX331799/SRR950852/SRR950852.sra,SRX331799,10_tFL,WXS,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP007099,PRJNA74879,,74879,SRS473283,SAMN02325975,simple,9606,Homo sapiens,10_tFL,,,,800222,,,yes,,high molecular weight genomic DNA,DLBCL,lymph node,"Cantrillion Biosciences, Inc",SRA039945,phs000328,DS-CA-PUB-MDS,83669A4DD477DB4CF661A1BC4304D370,9343D569A2EC19A79D6AB9254C69CAF1
SRR950831,2014-01-01 06:54:12,2013-08-15 17:37:45,78113079,11716961850,78113079,150,5359,GCA_000001405.13,@dbgap@:reads/SRP007099/SRS473262/SRX331778/SRR950831/SRR950831.sra,SRX331778,11_FL,WXS,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP007099,PRJNA74879,,74879,SRS473262,SAMN02326001,simple,9606,Homo sapiens,11_FL,,,,800223,,,yes,,high molecular weight genomic DNA,follicular lymphoma,abdominal mass,"Cantrillion Biosciences, Inc",SRA039945,phs000328,DS-CA-PUB-MDS,8287044262902F17001C796996516697,474E23E5E94AE7687D513EFE8048E78F
SRR950833,2014-01-01 06:54:12,2013-08-15 17:44:27,83464597,12519689550,83464597,150,5708,GCA_000001405.13,@dbgap@:reads/SRP007099/SRS473264/SRX331780/SRR950833/SRR950833.sra,SRX331780,11_N,WXS,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP007099,PRJNA74879,,74879,SRS473264,SAMN02325954,simple,9606,Homo sapiens,11_N,,,,800223,,,no,,high molecular weight genomic DNA,not applicable (if normal DNA),bone marrow,"Cantrillion Biosciences, Inc",SRA039945,phs000328,DS-CA-PUB-MDS,461957FFDDE21931ECD7D9BCD826DA88,1693188CD8E94118587E12AA03FFD93F
SRR950832,2014-01-01 06:54:12,2013-08-15 19:38:51,86567912,12985186800,86567912,150,5889,GCA_000001405.13,@dbgap@:reads/SRP007099/SRS473263/SRX331779/SRR950832/SRR950832.sra,SRX331779,11_tFL,WXS,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP007099,PRJNA74879,,74879,SRS473263,SAMN02326003,simple,9606,Homo sapiens,11_tFL,,,,800223,,,yes,,high molecular weight genomic DNA,DLBCL,lymph node,"Cantrillion Biosciences, Inc",SRA039945,phs000328,DS-CA-PUB-MDS,88FA6699D4300A10D92445C815F2FE8B,26531D7DC60798A463DE685D66EA7C95
SRR950834,2014-01-01 06:54:12,2013-08-16 18:39:30,61365530,12273106000,61365530,200,5488,GCA_000001405.13,@dbgap@:reads/SRP007099/SRS473265/SRX331781/SRR950834/SRR950834.sra,SRX331781,12_FL,WXS,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP007099,PRJNA74879,,74879,SRS473265,SAMN02325973,simple,9606,Homo sapiens,12_FL,,,,800224,,,yes,,high molecular weight genomic DNA,follicular lymphoma,lymph node,"Cantrillion Biosciences, Inc",SRA039945,phs000328,DS-CA-PUB-MDS,DA2543B8C5E223DAEDC7FEC4C69E48F0,7DB9F53DA63B58A2E682FEFEFD56EA95
SRR950835,2014-01-01 06:54:12,2013-08-16 18:36:59,60848194,12169638800,60848194,200,5410,GCA_000001405.13,@dbgap@:reads/SRP007099/SRS473266/SRX331782/SRR950835/SRR950835.sra,SRX331782,12_tFL,WXS,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP007099,PRJNA74879,,74879,SRS473266,SAMN02325993,simple,9606,Homo sapiens,12_tFL,,,,800224,,,yes,,high molecular weight genomic DNA,DLBCL,abdominal mass,"Cantrillion Biosciences, Inc",SRA039945,phs000328,DS-CA-PUB-MDS,0F04AA86F488BE0CEF83BAFB4185AF55,0E4A21CE43AE190DE61C50714346952A
SRR950853,2014-01-01 06:54:12,2013-08-16 20:41:43,66641669,13328333800,66641669,200,6204,GCA_000001405.13,@dbgap@:reads/SRP007099/SRS473284/SRX331800/SRR950853/SRR950853.sra,SRX331800,15_tFL,WXS,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP007099,PRJNA74879,,74879,SRS473284,SAMN02325976,simple,9606,Homo sapiens,15_tFL,,,,800225,,,yes,,high molecular weight genomic DNA,DLBCL,muscle mass,"Cantrillion Biosciences, Inc",SRA039945,phs000328,DS-CA-PUB-MDS,E9BEDD13AA27FCF40CA825B9AEF1DDC8,F30C4E5B2EF21839B75C3473DF75B6A2
SRR950854,2014-01-01 06:54:12,2013-08-16 20:40:58,67506391,13501278200,67506391,200,6247,GCA_000001405.13,@dbgap@:reads/SRP007099/SRS473285/SRX331801/SRR950854/SRR950854.sra,SRX331801,16_tFL,WXS,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP007099,PRJNA74879,,74879,SRS473285,SAMN02325970,simple,9606,Homo sapiens,16_tFL,,,,800226,,,yes,,high molecular weight genomic DNA,DLBCL,lymph node,"Cantrillion Biosciences, Inc",SRA039945,phs000328,DS-CA-PUB-MDS,970B30D9CFB86E148BA7C2149A911720,5CCDC148ED1B8598855CF512D7D6EDD5
SRR950836,2014-01-01 06:54:12,2013-08-16 20:37:55,59332213,11866442600,59332213,200,5536,GCA_000001405.13,@dbgap@:reads/SRP007099/SRS473267/SRX331783/SRR950836/SRR950836.sra,SRX331783,17_FL,WXS,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP007099,PRJNA74879,,74879,SRS473267,SAMN02326009,simple,9606,Homo sapiens,17_FL,,,,800227,,,yes,,high molecular weight genomic DNA,follicular lymphoma,lymph node,"Cantrillion Biosciences, Inc",SRA039945,phs000328,DS-CA-PUB-MDS,BA5411FE4AF87F3937103E6BC688A5AB,672F42D484C8B140896198CB5FE7570C
SRR950837,2014-01-01 06:54:12,2013-08-19 15:36:06,58073754,11614750800,58073754,200,5271,GCA_000001405.13,@dbgap@:reads/SRP007099/SRS473268/SRX331784/SRR950837/SRR950837.sra,SRX331784,17_tFL,WXS,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP007099,PRJNA74879,,74879,SRS473268,SAMN02325982,simple,9606,Homo sapiens,17_tFL,,,,800227,,,yes,,high molecular weight genomic DNA,DLBCL,lymph node,"Cantrillion Biosciences, Inc",SRA039945,phs000328,DS-CA-PUB-MDS,57FFFD5B806D13B24746067D0D41F4E9,3014C78CD67AEC1625CF8C90531B9F2B
